QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Interventability,Fault-map-based neuron re-mapping,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Multiscale feature processing architectures,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Architecture design through math. optimization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,Neural architecture search,0,10,1,209,220,1,10,0.19007895443513734,,-0.014745798506793627,1.0,-0.0,,-0.014745798506793627,,
Interventability,Hardware and Software codesign,1,8,0,211,220,1,9,0.18126924692201818,,0.3271884132074197,0.04090909090909091,0.4627267237942938,,0.3271884132074197,,
Interventability,Architecture design optimization with reinforcement learning,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Model format conversion,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Normalization,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,Policy conversion,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Feature encoding,0,5,1,214,220,1,5,0.13849222534596417,,-0.01030489841262239,1.0,-0.0,,-0.01030489841262239,,
Interventability,On-chip weight caching,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Cache preloading,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Prediction/intermediate result caching,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,Relevant content caching,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Light communication protocol usage,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Cloud compression and edge reconstruction,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Deadline-aware scheduling,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,Memory scheduling,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Multitask Scheduling,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,Single task assignment,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Adaptive model scheduling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Adaptive batching,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Sensor duty cycle,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Later local processing of encoded features,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Concurrent processing hardware,1,8,0,211,220,1,9,0.18126924692201818,,0.3271884132074197,0.04090909090909091,0.4627267237942938,,0.3271884132074197,,
Interventability,Straggler mitigation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Prediction combination of multi-models,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Competing models ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Multi-model of different models,0,6,1,213,220,1,6,0.15066306992548228,,-0.011314794771426396,1.0,-0.0,,-0.011314794771426396,,
Interventability,Task-level parallelism on CNN layer-level,0,9,1,210,220,1,9,0.18126924692201818,,-0.013955903880885202,1.0,-0.0,,-0.013955903880885202,,
Interventability,Data-level parallelsim in CNN layer,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Event-based processing,1,3,0,216,220,1,4,0.12482668095705252,,0.49656353316142077,0.018181818181818184,0.5801208964980813,,0.49656353316142077,,
Interventability,Partial layer execution,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Matrix-multiplication optimization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Simultaneous memory loading,0,4,1,215,220,1,4,0.12482668095705252,,-0.009195620984470755,1.0,-0.0,,-0.009195620984470755,,
Interventability,External computational offloading,0,12,1,207,220,1,12,0.206212993639731,,-0.016230686829029888,1.0,-0.0,,-0.016230686829029888,,
Interventability,Internal computation balancing,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,Quantitative sensor selection,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Out-of-distribution detection,0,3,1,216,220,1,3,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Interventability,Failure prevention or mitigation,1,5,0,214,220,1,6,0.15066306992548228,,0.40356101351420814,0.02727272727272728,0.5214238101461875,,0.40356101351420814,,
Interventability,Independent model development,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Coupled semantic descriptions,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Test time adaption,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Merging of fault maps,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,High-level synthesis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Post-hoc uncertainty calibration ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Analysis cooldown,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Asynchronous communication,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Automatic testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Background queue,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Buffering,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Centralized configuration,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Classification analysis below threshold,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Classification confidence analysis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Classification documentation,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Comparative architectural analysis,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Cross-dataset evaluation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Device registry,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Edge case testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Error documentation,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Event documentation,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Explicit interfaces,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,External component integration,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,External dependency reduction,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Feature format conversion,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Hardware simulation,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Hardware-driven software design,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Heartbeat,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Internal interface abstraction,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Internal interface declarative data modeling,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Internal interface segregation,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Lazy loading,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Lightweight framework usage,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Lightweight model,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Long-running automatic testing,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Metric documentation,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Metrics-driven optimization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Model snapshot,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Model snapshot registry,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Model snapshot rollback,0,2,1,217,220,1,2,0.08997290406174518,,-0.006472390229374592,1.0,-0.0,,-0.006472390229374592,,
Interventability,Model versioning,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Multi threading,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Mutual exclusion,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,On-device testing,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Package compression,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Principal component analysis ,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Pull-based processing,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Queue with data limitation,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Rule-based decision making,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,Separation of concerns,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Separation of configuration and code,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,Separation of I/O operations,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Standardization scaling,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Standardized package-based dependency management,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,State documentation,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,State serialization,1,2,0,217,220,1,3,0.10905274771158924,,0.5747079199931839,0.01363636363636364,0.6217671420341813,,0.5747079199931839,,
Interventability,State-based decision making,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,System documentation provisioning,1,1,0,218,220,1,2,0.08997290406174518,,0.7054905350018305,0.009090909090909092,0.680464228386075,,0.7054905350018305,,
Interventability,Task priorization,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,"Thread for synchronous, blocking operation",0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Training pipeline,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,Training sample condensation,0,1,1,218,220,1,1,0.06449301496838222,,-0.0045662100456621,1.0,-0.0,,-0.0045662100456621,,
Interventability,UI convention usage,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,User-controlled system reset,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Interventability,User-in-the-loop,1,0,0,219,220,1,1,0.06449301496838222,,1.0,0.004545454545454546,0.7808075602740687,,1.0,,
Maintainability,Pruning,0,23,3,194,220,3,23,0.42522402580291163,,-0.04017552543289523,1.0,-0.0,,-0.04017552543289523,,
Maintainability,Post-training quantization,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Huffman coding,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Ablation,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Parameter amount reduction,0,2,3,215,220,3,2,0.15066306992548228,,-0.011262051564299574,1.0,-0.0,,-0.011262051564299574,,
Maintainability,Binary and ternary weights training,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Binary weights and activations,0,6,3,211,220,3,6,0.24636168355623522,,-0.019687904721341916,1.0,-0.0,,-0.019687904721341916,,
Maintainability,Ternary weights and activations 2-bit,0,5,3,212,220,3,5,0.22755841388363107,,-0.017930670613943527,1.0,-0.0,,-0.017930670613943527,,
Maintainability,Ternary weights,0,4,3,213,220,3,4,0.206212993639731,,-0.01600051202457731,1.0,-0.0,,-0.01600051202457731,,
Maintainability,ADMM-based compression,0,4,3,213,220,3,4,0.206212993639731,,-0.01600051202457731,1.0,-0.0,,-0.01600051202457731,,
Maintainability,Sparsification,0,10,3,207,220,3,10,0.30590634059779964,,-0.025657900289539272,1.0,-0.0,,-0.025657900289539272,,
Maintainability,Weight sharing,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Weight grouping,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Node masking,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Diagonal scalar weight matrix,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Matrix reusing,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Smaller computation datatype,0,7,3,210,220,3,7,0.263248813069786,,-0.021315227815974377,1.0,-0.0,,-0.021315227815974377,,
Maintainability,Tensor or matrix decomposition,0,6,3,211,220,3,6,0.24636168355623522,,-0.019687904721341916,1.0,-0.0,,-0.019687904721341916,,
Maintainability,Continous learning,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Imitation learning,0,1,3,216,220,3,1,0.10905274771158924,,-0.007945270783315908,1.0,-0.0,,-0.007945270783315908,,
Maintainability,Closed-loop learning,0,6,3,211,220,3,6,0.24636168355623522,,-0.019687904721341916,1.0,-0.0,,-0.019687904721341916,,
Maintainability,Meta-learning,0,10,3,207,220,3,10,0.30590634059779964,,-0.025657900289539272,1.0,-0.0,,-0.025657900289539272,,
Maintainability,Self-supervision learning,0,3,3,214,220,3,3,0.18126924692201818,,-0.013824884792626729,1.0,-0.0,,-0.013824884792626729,,
